f,x,y
0.0477903522728,0.0,0.011306615125301317
0.0511994549171,0.01,0.009999999999999995
0.054799291699599996,0.02,0.00723650824685293
0.0585963130405,0.03,5.5866943278228e-05
0.06259687279090001,0.04,0.009999999999999995
0.0668072012689,0.05,0.1309626494390073
0.071233377414,0.06,0.048359554288359904
0.0758813001723,0.07,0.13897264316470492
0.0807566592338,0.08,0.035182792807783
0.0858649052574,0.09,0.050510232842261055
0.09121121972589999,0.1,0.09079631994276392
0.0968004845856,0.11,0.18382091623384605
0.102637251832,0.12,0.021021480229493322
0.108725713213,0.13,0.17123282258543407
0.115069670222,0.14,0.042111567532155406
0.121672504574,0.15,0.16023383339079683
0.128537149342,0.16,0.08341972391465342
0.135666060946,0.17,0.15253753171881773
0.143061192196,0.18,0.04484608276638852
0.150723966569,0.19,0.14989066762905517
0.158655253931,0.2,0.15740605940684038
0.16685534787200001,0.21,0.24437012669406705
0.17532394485199998,0.22,0.13829653114958065
0.18406012534699998,0.23,0.05762072520938663
0.19306233714200002,0.24,0.11758637551934442
0.202328380964,0.25,0.2413553370150746
0.211855398583,0.26,0.23904260108182596
0.221639863544,0.27,0.19398282264096958
0.231677574635,0.28,0.2260998956856964
0.241963652223,0.29,0.22305626812001267
0.252492537547,0.3,0.2599718625528029
0.263257995039,0.31,0.27400002716000155
0.27425311775,0.32,0.25381925978738756
0.285470335901,0.33,0.35817449368828
0.296901428604,0.34,0.23599998451391618
0.302363705637,0.344715713763,0.25094593134997484
0.308537538726,0.35,0.3492394931851898
0.320369190901,0.36,0.3044574125734505
0.33238631262699997,0.37,0.3184601117281511
0.34457825839,0.38,0.34399211151875203
0.35693383673699997,0.39,0.2891808264683427
0.36944134018200003,0.4,0.3395424472536142
0.382088577811,0.41,0.46130181735629316
0.394862910464,0.42,0.31523090266598036
0.407751288297,0.43,0.44911426081451605
0.417547785131,0.437548745744,0.49208494420480586
0.42074029056100004,0.44,0.40849944899181534
0.433816167389,0.45,0.5387997999910362
0.446964883376,0.46,0.5253146342659777
0.460172162723,0.47,0.45272890396013715
0.4734235357,0.48,0.41212703094054376
0.486704386183,0.49,0.5307072867767886
0.49278994659599995,0.494577827691,0.4711513649720644
0.49341116938699997,0.495045049995,0.5106968035519612
0.5,0.5,0.5420097188873585
0.5132956138170001,0.51,0.5408859853829727
0.5265764643,0.52,0.4709457261000055
0.528242383876,0.5212557181759999,0.5215781628305446
0.5353375244799999,0.526608256625,0.5758589613676025
0.539827837277,0.53,0.5864162834955449
0.544810726538,0.533768322344,0.6206066490754917
0.547716497566,0.535968242653,0.5368874788598753
0.548544196158,0.536595231099,0.48299752238420524
0.553035116624,0.54,0.6198416908861472
0.566183832611,0.55,0.48126229879845717
0.573736094456,0.555768229232,0.6041932088827386
0.579259709439,0.56,0.5800413135109904
0.5883135185930001,0.566962655606,0.6835501309429888
0.592248711703,0.57,0.5730233620139713
0.605137089536,0.58,0.586336609196215
0.606589990025,0.581132682743,0.6996415509198801
0.6094248566920001,0.5833460980640001,0.661606204326105
0.612955910551,0.586109458683,0.5932714696876149
0.617911422189,0.59,0.6035184978484529
0.622697905386,0.59377225715,0.6908653629818635
0.624456690361,0.5951620681650001,0.6334722063168527
0.6260624435600001,0.5964327370629999,0.6923730200953979
0.630011552167,0.599565182829,0.5203997259583744
0.630558659818,0.6,0.6018868589820209
0.636327466138,0.604597804063,0.668365765371017
0.6390429813340001,0.6067705682060001,0.46330113127122863
0.641948667111,0.609101715955,0.6584671440218579
0.642995244661,0.609942963817,0.6301957228338186
0.643066163263,0.61,0.6598519951351626
0.647534970321,0.613602161068,0.6360871282540523
0.6554217416100001,0.62,0.6961823237016989
0.655746750038,0.620264804946,0.7784894662577182
0.6587456589399999,0.622712664188,0.6760257414540011
0.667613687373,0.63,0.7557992193225275
0.668447596739,0.630689163061,0.6592030875567274
0.668477164595,0.630713611303,0.655974133306426
0.6696248063470001,0.631663214171,0.6499766621439849
0.675252894712,0.6363394863,0.710405856061011
0.6761894990080001,0.637120887523,0.6062632120282236
0.67716404963,0.637934935907,0.7887163196678091
0.679630809099,0.64,0.7205946864973323
0.680959550906,0.6411151139419999,0.818665654710719
0.684340525531,0.643961373544,0.7380074303530787
0.684511698752,0.644105818069,0.624411133932386
0.6894950969529999,0.6483259091179999,0.7200604253260652
0.6914624612739999,0.65,0.6857653122785548
0.693924870158,0.652101949208,0.804323350390716
0.700515493308,0.657765110628,0.810872692180436
0.7017775204350001,0.65885591997,0.780488358346792
0.703098571396,0.66,0.6031114511994065
0.704386953057,0.661118032911,0.7002686000779496
0.7113627711239999,0.667211088011,0.5408338737294976
0.713591014561,0.6691718597699999,0.7906015802593547
0.71435176088,0.66984294239,0.7876198900814856
0.714529664099,0.67,0.8970099608256101
0.7164895104269999,0.671733304102,0.6356911069217119
0.7194738390459999,0.674383748821,0.5277480678292178
0.723402016627,0.677893359134,0.6561097527669266
0.72574688225,0.68,0.8904922272469288
0.7260674971019999,0.680288730915,0.7184505904115431
0.726772002437,0.6809237634849999,0.8907609299891018
0.736742004961,0.69,0.6663779664216967
0.7397667773819999,0.6927879677490001,0.811156892413117
0.74749804122,0.699991152419,0.7581782399169265
0.7475074624529999,0.7,0.6993576700278015
0.749199572076,0.7015919138310001,0.7388625469414978
0.749555041874,0.701927056203,0.8084734882576181
0.7510817171259999,0.703369306523,0.8245450227996958
0.753019536002,0.705206764272,0.8702614990307416
0.753152024492,0.705332671896,0.64431986593403
0.758036347777,0.71,0.7555721801105805
0.758115441885,0.7100759969179999,0.8699035699605691
0.760224444215,0.7121074181010001,0.784275838330807
0.764817806672,0.7165658891399999,0.8416163818147733
0.766419585329,0.71813189508,0.903965456378657
0.766587121015,0.7182960323109999,0.8116776730287305
0.7683224253650001,0.72,0.8582290552862638
0.769543528222,0.721203317215,0.7458501254281418
0.771657899402,0.723295356812,0.7522001733072714
0.772698186207,0.72432864925,0.925264931041013
0.776003330974,0.727629403743,0.677393738164397
0.7774149882610001,0.729047604075,0.6829002684506696
0.7783601364560001,0.73,0.7394943504758165
0.782715976601,0.734419604227,0.6492598086094359
0.788144601417,0.74,0.8397815620796745
0.789358038275,0.7412587299160001,0.8372684691791182
0.7897440499539999,0.741660041005,0.8316867962196592
0.7929245919939999,0.744983274203,0.8302583827521669
0.794833679786,0.746992518724,0.8937214194341763
0.7964051978039999,0.7486548339910001,0.7019241269219202
0.797580142413,0.74990266718,0.7485578482354291
0.797671619036,0.75,0.7877852552921223
0.79915732095,0.751584517328,0.7066044601508004
0.799338037733,0.7517777325149999,0.8212633847543596
0.8054879389659999,0.758416542159,0.8123265912018529
0.805731935732,0.758682542539,0.6463466179323681
0.806937662858,0.76,0.7612564959581452
0.808113160108,0.761289271476,0.7753885435180752
0.8087350695859999,0.761973329892,0.818020151318653
0.8095655049060001,0.762888882156,0.789149884270962
0.81585707675,0.769906661891,0.7196512640356275
0.8159398746529999,0.77,0.8316629725583435
0.8201758577949999,0.7748106449809999,0.7041452271922156
0.824676055148,0.78,0.8846871312823322
0.832857152481,0.789655238007,0.7147642389761549
0.8331446521279999,0.79,0.8019536885626974
0.8332296493250001,0.790101999772,0.8539863194008855
0.8333684202889999,0.790268602158,0.8174108010986284
0.8374940109800001,0.795263178152,0.785959583811759
0.8413447460690001,0.8,0.8144513820888762
0.843399123886,0.802557962642,0.8919694001854758
0.849008843471,0.8096575160449999,0.7971435928912372
0.849276033431,0.81,0.9427507320094133
0.851741936639,0.813180070084,0.8489533823399723
0.8533226134309999,0.8152371805490001,0.7980334837808556
0.8566285322030001,0.819588181112,0.903688308749429
0.8569388078039999,0.82,1.0
0.859388910862,0.8232733638609999,0.7777341603922714
0.8632483195239999,0.8285090908660001,0.7663891432998775
0.8643339390539999,0.83,0.8925648551761575
0.8644890094509999,0.830213628095,0.7883845174309696
0.8649873804479999,0.830901330555,0.8125329811504888
0.864989143021,0.830903765816,0.8375830432033832
0.866761030084,0.833363019536,0.9045993902521335
0.869525101119,0.837244716406,0.7394338909447857
0.871462850658,0.84,0.9340698656254143
0.876867941866,0.847841399008,0.8439285051933219
0.8783274954260001,0.85,0.835368574156019
0.884930329778,0.86,0.8772671440261697
0.891274286787,0.87,0.8392689097688713
0.8920287155859999,0.8712168065200001,0.8678438022315399
0.897362748168,0.88,0.9233046194950907
0.9013282817020001,0.8867471639229999,0.9465926547955165
0.903199515414,0.89,1.0
0.908788780274,0.9,0.9966322196640207
0.9141350947429999,0.91,0.9126138474128994
0.916956308791,0.915465747141,0.9128868831355607
0.919243340766,0.92,0.908517209307921
0.9241186998280001,0.93,0.921350426698606
0.928766622586,0.94,0.9361342236896623
0.933192798731,0.95,0.8890023670888307
0.937403127209,0.96,0.8721780693226663
0.9414036869600001,0.97,0.9125440368275879
0.9452007083,0.98,0.920383807207712
0.948800545083,0.99,0.9858004720162338
